instance_id;date;is_holiday;is_workingday;weather_condition;normalized_temp_actual;normalized_temp_feels_like;normalized_humidity;normalized_wind_speed;casual_users_cnt;registered_users_cnt
523;2012-06-06;No;Yes;clear;0.554167;0.542292;0.61125;0.077125;1027;6028
285;2011-10-12;No;Yes;light snow/rain;0.543333;0.517717;0.90625;0.24815;217;2199
185;2011-07-04;Yes;No;misty;0.726667;0.665417;0.637917;0.0814792;3065;2978
624;2012-09-15;No;No;clear;0.608333;0.585867;0.501667;0.247521;3160;5554
366;2012-01-01;No;No;clear;0.37;0.375621;0.6925;0.192167;686;1608
154;2011-06-03;No;Yes;clear;0.62;0.587133;0.354167;0.253121;898;4414
76;2011-03-17;No;Yes;clear;0.415;0.410333;0.602917;0.209579;424;2320
423;2012-02-27;No;Yes;clear;0.366667;0.357954;0.490833;0.268033;253;4069
278;2011-10-05;No;Yes;clear;0.538333;0.527138;0.647917;0.17725;559;4267
69;2011-03-10;No;Yes;light snow/rain;0.389091;0.385668;0.0;0.261877;46;577
696;2012-11-26;No;Yes;clear;0.313333;0.339004;0.535417;0.04665;337;4750
189;2011-07-08;No;Yes;misty;0.709167;0.670483;0.757917;0.225129;692;3348
272;2011-09-29;No;Yes;clear;0.616667;0.574512;0.699167;0.172883;653;4186
237;2011-08-25;No;Yes;misty;0.684167;0.645854;0.771667;0.210833;435;3107
89;2011-03-30;No;Yes;misty;0.3;0.29735;0.646667;0.172888;168;1368
655;2012-10-16;No;Yes;clear;0.468333;0.460846;0.558333;0.182221;922;6612
118;2011-04-28;No;Yes;misty;0.6175;0.578929;0.700833;0.320908;569;3489
126;2011-05-06;No;Yes;clear;0.479167;0.474117;0.59;0.228246;894;3714
634;2012-09-25;No;Yes;clear;0.55;0.544179;0.57;0.236321;845;6693
290;2011-10-17;No;Yes;clear;0.534167;0.510725;0.579583;0.175379;713;3857
239;2011-08-27;No;No;misty;0.68;0.635556;0.85;0.375617;226;889
1;2011-01-01;No;No;misty;0.344167;0.363625;0.805833;0.160446;331;654
405;2012-02-09;No;Yes;clear;0.265;0.261988;0.562083;0.194037;163;3667
369;2012-01-04;No;Yes;misty;0.1075;0.119337;0.414583;0.1847;95;2273
673;2012-11-03;No;No;misty;0.343333;0.323846;0.49125;0.270529;1029;4109
435;2012-03-10;No;No;clear;0.2875;0.277767;0.350417;0.22575;968;3150
279;2011-10-06;No;Yes;clear;0.494167;0.480425;0.620833;0.134954;639;4126
603;2012-08-25;No;No;misty;0.661667;0.618696;0.712917;0.244408;1829;4224
117;2011-04-27;No;Yes;misty;0.62;0.575142;0.835417;0.3122;547;3325
229;2011-08-17;No;Yes;clear;0.723333;0.666671;0.575417;0.143667;668;4026
546;2012-06-29;No;Yes;clear;0.834167;0.786613;0.48875;0.165417;829;4634
699;2012-11-29;No;Yes;clear;0.28087;0.298422;0.555652;0.115522;243;5080
534;2012-06-17;No;No;clear;0.5925;0.571975;0.59875;0.144904;2634;4344
275;2011-10-02;No;No;misty;0.356667;0.345317;0.791667;0.222013;616;2302
319;2011-11-15;No;Yes;misty;0.53;0.507579;0.68875;0.199633;449;3746
531;2012-06-14;No;Yes;clear;0.648333;0.624383;0.569583;0.253733;1180;6183
145;2011-05-25;No;Yes;clear;0.660833;0.615542;0.69625;0.154233;740;4238
480;2012-04-24;No;Yes;clear;0.413333;0.405283;0.454167;0.249383;518;5115
599;2012-08-21;No;Yes;clear;0.649167;0.601025;0.67375;0.0727708;1081;5925
697;2012-11-27;No;Yes;misty;0.291667;0.281558;0.786667;0.237562;123;3836
712;2012-12-12;No;Yes;misty;0.2975;0.297338;0.538333;0.162937;310;5009
269;2011-09-26;No;Yes;misty;0.649167;0.589042;0.848333;0.1107;684;3946
650;2012-10-11;No;Yes;clear;0.435;0.431167;0.463333;0.181596;834;6736
308;2011-11-04;No;Yes;misty;0.403333;0.403392;0.6225;0.271779;470;3576
311;2011-11-07;No;Yes;clear;0.395;0.400871;0.75875;0.057225;373;3662
421;2012-02-25;No;No;clear;0.290833;0.255675;0.395833;0.421642;317;2415
47;2011-02-16;No;Yes;clear;0.318261;0.3162;0.423478;0.251791;218;1897
350;2011-12-16;No;Yes;misty;0.375;0.359825;0.500417;0.260575;178;3399
372;2012-01-07;No;No;clear;0.393333;0.390779;0.531667;0.174758;1070;3451
596;2012-08-18;No;No;clear;0.678333;0.618071;0.603333;0.177867;2827;5038
262;2011-09-19;No;Yes;misty;0.549167;0.529675;0.69;0.151742;691;3848
196;2011-07-15;No;Yes;clear;0.663333;0.624371;0.59125;0.182833;1318;4220
602;2012-08-24;No;Yes;misty;0.7025;0.6471;0.615;0.0721458;1325;6257
646;2012-10-07;No;No;misty;0.415833;0.419813;0.708333;0.141162;781;2729
108;2011-04-18;No;Yes;clear;0.5125;0.503146;0.5425;0.163567;669;2760
60;2011-03-01;No;Yes;clear;0.266667;0.263879;0.535;0.216425;137;1714
579;2012-08-01;No;Yes;clear;0.7175;0.667308;0.6775;0.141179;1074;6506
665;2012-10-26;No;Yes;misty;0.545833;0.52275;0.807083;0.132467;1182;6262
101;2011-04-11;No;Yes;misty;0.595652;0.565217;0.716956;0.324474;855;2493
446;2012-03-21;No;Yes;misty;0.531667;0.513258;0.82125;0.0895583;1122;5108
690;2012-11-20;No;Yes;misty;0.374167;0.380667;0.685;0.082725;534;5100
728;2012-12-28;No;Yes;misty;0.253333;0.255046;0.59;0.155471;644;2451
424;2012-02-28;No;Yes;clear;0.359167;0.353525;0.395833;0.193417;229;4134
180;2011-06-29;No;Yes;clear;0.728333;0.654688;0.497917;0.261821;848;4377
305;2011-11-01;No;Yes;clear;0.400833;0.397088;0.68375;0.135571;410;3658
399;2012-02-03;No;Yes;clear;0.313333;0.309346;0.526667;0.178496;310;3841
445;2012-03-20;No;Yes;clear;0.560833;0.538533;0.807917;0.121271;1051;5042
560;2012-07-13;No;Yes;misty;0.731667;0.667933;0.485833;0.08085;1511;5988
150;2011-05-30;Yes;No;clear;0.733333;0.671092;0.685;0.131225;1549;2549
125;2011-05-05;No;Yes;clear;0.459167;0.441917;0.444167;0.295392;614;3819
612;2012-09-03;Yes;No;clear;0.7075;0.661629;0.790833;0.151121;1965;4069
670;2012-10-31;No;Yes;misty;0.3575;0.3611;0.666667;0.166667;419;5147
186;2011-07-05;No;Yes;clear;0.746667;0.696338;0.590417;0.126258;1031;3634
675;2012-11-05;No;Yes;clear;0.319167;0.308075;0.494167;0.236325;378;4881
496;2012-05-10;No;Yes;clear;0.505833;0.491783;0.552083;0.314063;1026;5546
437;2012-03-12;No;Yes;clear;0.466667;0.459592;0.489167;0.207713;838;4460
82;2011-03-23;No;Yes;misty;0.346957;0.337939;0.839565;0.234261;203;1918
576;2012-07-29;No;No;clear;0.721667;0.667933;0.62375;0.170396;2153;4444
322;2011-11-18;No;Yes;clear;0.274167;0.272721;0.41;0.168533;245;3147
354;2011-12-20;No;Yes;misty;0.385833;0.396454;0.595417;0.0615708;216;3534
710;2012-12-10;No;Yes;misty;0.435833;0.435575;0.925;0.190308;329;4841
143;2011-05-23;No;Yes;misty;0.631667;0.590296;0.81;0.233842;836;3438
725;2012-12-25;Yes;No;misty;0.291304;0.294465;0.734783;0.168726;440;573
142;2011-05-22;No;No;clear;0.604167;0.5745;0.749583;0.148008;1576;3084
400;2012-02-04;No;No;misty;0.264167;0.272725;0.779583;0.121896;384;2448
494;2012-05-08;No;Yes;misty;0.581667;0.557471;0.685833;0.296029;738;4990
321;2011-11-17;No;Yes;misty;0.341667;0.323221;0.575833;0.305362;139;2914
20;2011-01-20;No;Yes;misty;0.261667;0.25505;0.538333;0.195904;83;1844
173;2011-06-22;No;Yes;clear;0.733333;0.693829;0.7075;0.172262;661;3846
628;2012-09-19;No;Yes;clear;0.5525;0.540404;0.536667;0.215175;788;6803
313;2011-11-09;No;Yes;clear;0.4;0.409079;0.758333;0.0621958;305;3804
391;2012-01-26;No;Yes;misty;0.341667;0.35605;0.769583;0.0733958;244;3831
716;2012-12-16;No;No;misty;0.3625;0.369938;0.83875;0.100742;538;3248
13;2011-01-13;No;Yes;clear;0.165;0.150883;0.470417;0.301;38;1368
408;2012-02-12;No;No;clear;0.1275;0.101658;0.464583;0.409212;73;1456
409;2012-02-13;No;Yes;clear;0.2225;0.227913;0.41125;0.167283;94;3328
306;2011-11-02;No;Yes;clear;0.3775;0.390133;0.71875;0.0820917;370;3816
355;2011-12-21;No;Yes;misty;0.428333;0.428017;0.858333;0.2214;107;2553
26;2011-01-26;No;Yes;light snow/rain;0.2175;0.2036;0.8625;0.29385;34;472
577;2012-07-30;No;Yes;clear;0.730833;0.684987;0.66875;0.153617;1040;6065
170;2011-06-19;No;No;misty;0.699167;0.645846;0.666667;0.102;1639;3105
39;2011-02-08;No;Yes;clear;0.220833;0.198246;0.537917;0.36195;64;1466
508;2012-05-22;No;Yes;misty;0.615;0.580825;0.765833;0.118167;819;5254
246;2011-09-03;No;No;clear;0.669167;0.633213;0.716667;0.185325;1935;2549
299;2011-10-26;No;Yes;misty;0.484167;0.472846;0.720417;0.148642;404;3490
642;2012-10-03;No;Yes;misty;0.6575;0.599133;0.79375;0.0665458;728;6844
417;2012-02-21;No;Yes;clear;0.287826;0.295113;0.594348;0.205717;163;3614
528;2012-06-11;No;Yes;misty;0.720833;0.659721;0.587917;0.207713;1017;5647
273;2011-09-30;No;Yes;clear;0.564167;0.544829;0.6475;0.206475;830;4372
591;2012-08-13;No;Yes;clear;0.720833;0.662254;0.545417;0.136212;1207;5676
155;2011-06-04;No;No;clear;0.635;0.594696;0.45625;0.123142;1869;3473
127;2011-05-07;No;No;clear;0.52;0.512621;0.54125;0.16045;1612;3102
639;2012-09-30;No;No;clear;0.526667;0.517663;0.583333;0.134958;2015;4874
342;2011-12-08;No;Yes;clear;0.265833;0.256938;0.58;0.240058;150;3172
431;2012-03-06;No;Yes;clear;0.258333;0.255042;0.456667;0.200875;221;3735
288;2011-10-15;No;No;clear;0.506667;0.498725;0.483333;0.258083;1899;3318
114;2011-04-24;No;No;misty;0.581667;0.551763;0.810833;0.192175;1710;2481
702;2012-12-02;No;No;misty;0.3475;0.359208;0.823333;0.124379;892;3757
174;2011-06-23;No;Yes;misty;0.728333;0.693833;0.703333;0.238804;746;4044
360;2011-12-26;Yes;No;clear;0.321739;0.315535;0.506957;0.239465;430;887
451;2012-03-26;No;Yes;clear;0.445833;0.43875;0.477917;0.386821;795;4763
58;2011-02-27;No;No;clear;0.343478;0.351109;0.68;0.125248;694;1708
532;2012-06-15;No;Yes;clear;0.639167;0.599754;0.589583;0.176617;1563;6102
223;2011-08-11;No;Yes;clear;0.7175;0.651521;0.42375;0.164796;812;3980
281;2011-10-08;No;No;clear;0.521667;0.513242;0.70125;0.0454042;2235;3174
18;2011-01-18;No;Yes;misty;0.216667;0.232333;0.861667;0.146775;9;674
524;2012-06-07;No;Yes;clear;0.6025;0.569442;0.567083;0.15735;1038;6456
323;2011-11-19;No;No;clear;0.329167;0.324483;0.502083;0.224496;943;2720
256;2011-09-13;No;Yes;clear;0.650833;0.603554;0.7125;0.141804;701;4062
518;2012-06-01;No;Yes;misty;0.654167;0.607962;0.755417;0.237563;533;3594
623;2012-09-14;No;Yes;clear;0.633333;0.594083;0.6725;0.103863;1379;6630
40;2011-02-09;No;Yes;misty;0.134783;0.144283;0.494783;0.188839;53;1552
191;2011-07-10;No;No;clear;0.7475;0.690025;0.578333;0.183471;1743;3138
116;2011-04-26;No;Yes;clear;0.631667;0.594083;0.729167;0.3265;678;3722
34;2011-02-03;No;Yes;clear;0.186957;0.177878;0.437826;0.277752;61;1489
468;2012-04-12;No;Yes;clear;0.3975;0.387604;0.46625;0.290429;663;4746
95;2011-04-05;No;Yes;misty;0.414167;0.39835;0.642083;0.388067;167;1628
181;2011-06-30;No;Yes;clear;0.696667;0.637008;0.434167;0.185312;1027;4488
302;2011-10-29;No;No;light snow/rain;0.254167;0.227913;0.8825;0.351371;57;570
558;2012-07-11;No;Yes;clear;0.716667;0.650271;0.633333;0.151733;975;6289
570;2012-07-23;No;Yes;clear;0.741667;0.690017;0.694167;0.138683;1135;5831
629;2012-09-20;No;Yes;clear;0.546667;0.532192;0.618333;0.118167;939;6781
538;2012-06-21;No;Yes;clear;0.805833;0.752542;0.567917;0.118787;778;5127
681;2012-11-11;No;No;clear;0.420833;0.421713;0.659167;0.1275;2290;4562
522;2012-06-05;No;Yes;misty;0.540833;0.525892;0.613333;0.209575;968;6033
6;2011-01-06;No;Yes;clear;0.204348;0.233209;0.518261;0.0895652;88;1518
468;2012-04-12;No;Yes;clear;0.3975;0.387604;0.46625;0.290429;663;4746
46;2011-02-15;No;Yes;clear;0.266087;0.254274;0.314348;0.291374;140;1675
500;2012-05-14;No;Yes;misty;0.573333;0.5499;0.789583;0.212692;342;2501
585;2012-08-07;No;Yes;misty;0.735833;0.697621;0.70375;0.116908;1278;5995
172;2011-06-21;No;Yes;misty;0.680833;0.637646;0.770417;0.171025;774;4061
17;2011-01-17;Yes;No;misty;0.175833;0.176771;0.5375;0.194017;117;883
49;2011-02-18;No;Yes;clear;0.521667;0.511983;0.516667;0.264925;579;2348
165;2011-06-14;No;Yes;clear;0.604167;0.591546;0.507083;0.269283;727;4164
705;2012-12-05;No;Yes;clear;0.438333;0.428012;0.485;0.324021;331;5398
4;2011-01-04;No;Yes;clear;0.2;0.212122;0.590435;0.160296;108;1454
622;2012-09-13;No;Yes;clear;0.6125;0.579558;0.637083;0.0827208;1054;6750
544;2012-06-27;No;Yes;clear;0.6975;0.640792;0.36;0.271775;1077;6258
317;2011-11-13;No;No;clear;0.440833;0.43055;0.458333;0.281721;1004;2713
542;2012-06-25;No;Yes;clear;0.715833;0.654042;0.504167;0.300383;1139;5640
481;2012-04-25;No;Yes;clear;0.476667;0.470317;0.427917;0.118792;655;5541
448;2012-03-23;No;Yes;misty;0.601667;0.570067;0.694167;0.1163;2469;5893
709;2012-12-09;No;No;misty;0.384167;0.390146;0.905417;0.157975;441;2787
284;2011-10-11;No;Yes;misty;0.566667;0.546096;0.80875;0.143042;667;3896
97;2011-04-07;No;Yes;clear;0.4375;0.433696;0.602917;0.162312;571;2570
286;2011-10-13;No;Yes;misty;0.589167;0.551804;0.896667;0.141787;290;2623
516;2012-05-30;No;Yes;misty;0.656667;0.611129;0.67;0.134329;745;6110
226;2011-08-14;No;No;misty;0.676667;0.624388;0.8175;0.222633;1338;2482
27;2011-01-27;No;Yes;clear;0.195;0.2197;0.6875;0.113837;15;416
608;2012-08-30;No;Yes;clear;0.706667;0.652779;0.590417;0.0771167;1172;6541
264;2011-09-21;No;Yes;misty;0.595;0.550533;0.9;0.0964042;539;3813
438;2012-03-13;No;Yes;clear;0.565;0.542929;0.6175;0.23695;762;5085
51;2011-02-20;No;No;clear;0.285217;0.27733;0.407826;0.223235;639;1173
365;2011-12-31;No;No;clear;0.41;0.414121;0.615833;0.220154;665;1820
230;2011-08-18;No;Yes;clear;0.711667;0.662258;0.654583;0.233208;639;3166
38;2011-02-07;No;Yes;clear;0.271667;0.303658;0.738333;0.0454083;120;1592
158;2011-06-07;No;Yes;clear;0.7075;0.65595;0.597917;0.187808;763;4070
238;2011-08-26;No;Yes;clear;0.7;0.659733;0.76125;0.0839625;768;3893
357;2011-12-23;No;Yes;clear;0.373333;0.377513;0.68625;0.274246;163;2046
375;2012-01-10;No;Yes;clear;0.308696;0.318826;0.646522;0.187552;173;3425
470;2012-04-14;No;No;clear;0.495;0.487996;0.502917;0.190917;2795;4665
371;2012-01-06;No;Yes;clear;0.334167;0.340267;0.542083;0.167908;307;3791
443;2012-03-18;No;No;misty;0.4725;0.464;0.81;0.126883;2207;3685
515;2012-05-29;No;Yes;clear;0.7225;0.672992;0.684583;0.2954;880;4863
176;2011-06-25;No;No;clear;0.695;0.643313;0.483333;0.209571;1782;3420
656;2012-10-17;No;Yes;clear;0.455833;0.450108;0.692917;0.101371;979;6482
128;2011-05-08;No;No;clear;0.528333;0.518933;0.631667;0.0746375;1401;2932
572;2012-07-25;No;Yes;clear;0.724167;0.654054;0.45;0.1648;1383;6790
195;2011-07-14;No;Yes;clear;0.680833;0.635104;0.47625;0.240667;888;4196
658;2012-10-19;No;Yes;misty;0.563333;0.537896;0.815;0.134954;753;4671
666;2012-10-27;No;No;misty;0.53;0.515133;0.72;0.235692;2643;5209
504;2012-05-18;No;Yes;clear;0.564167;0.551121;0.523333;0.136817;1521;6118
356;2011-12-22;No;Yes;misty;0.423333;0.426121;0.7575;0.047275;227;2841
722;2012-12-22;No;No;clear;0.265833;0.236113;0.44125;0.407346;205;1544
730;2012-12-30;No;No;clear;0.255833;0.2317;0.483333;0.350754;364;1432
163;2011-06-12;No;No;clear;0.6925;0.643325;0.747917;0.163567;1467;2993
553;2012-07-06;No;Yes;clear;0.828333;0.752533;0.450833;0.146142;1366;4841
153;2011-06-02;No;Yes;clear;0.715;0.643942;0.305;0.292287;736;4232
537;2012-06-20;No;Yes;clear;0.7825;0.720975;0.592083;0.113812;872;5339
552;2012-07-05;No;Yes;clear;0.8275;0.761367;0.457917;0.194029;1405;4836
592;2012-08-14;No;Yes;clear;0.726667;0.676779;0.686667;0.169158;1128;5656
112;2011-04-22;No;Yes;misty;0.336667;0.321954;0.729583;0.219521;177;1506
227;2011-08-15;No;Yes;clear;0.665833;0.616167;0.712083;0.208954;775;3563
543;2012-06-26;No;Yes;clear;0.630833;0.594704;0.373333;0.347642;1077;6365
104;2011-04-14;No;Yes;clear;0.4675;0.462742;0.540417;0.1107;529;2738
422;2012-02-26;No;No;clear;0.279167;0.268308;0.41;0.205229;515;2874
420;2012-02-24;No;Yes;misty;0.4075;0.410971;0.7375;0.237567;246;3241
120;2011-04-30;No;No;clear;0.4725;0.464021;0.503333;0.235075;1965;3347
54;2011-02-23;No;Yes;clear;0.221739;0.245717;0.423043;0.094113;139;1778
152;2011-06-01;No;Yes;misty;0.764167;0.720967;0.677083;0.207092;513;3461
404;2012-02-08;No;Yes;misty;0.256667;0.266421;0.722917;0.133721;109;2693
724;2012-12-24;No;Yes;misty;0.231304;0.2589;0.791304;0.0772304;174;746
208;2011-07-27;No;Yes;clear;0.775;0.690667;0.402917;0.183463;755;3901
651;2012-10-12;No;Yes;clear;0.4375;0.433071;0.539167;0.235092;1060;6222
598;2012-08-20;No;Yes;misty;0.635833;0.595967;0.734167;0.129979;1026;5504
9;2011-01-09;No;No;clear;0.138333;0.116175;0.434167;0.36195;54;768
626;2012-09-17;No;Yes;misty;0.580833;0.55305;0.734583;0.151742;1022;5847
37;2011-02-06;No;No;clear;0.285833;0.291671;0.568333;0.1418;354;1269
453;2012-03-28;No;Yes;clear;0.484167;0.47095;0.48125;0.291671;674;5024
254;2011-09-11;No;No;clear;0.653333;0.609229;0.71375;0.115054;1633;3413
304;2011-10-31;No;Yes;clear;0.34;0.356063;0.703333;0.10635;362;3307
586;2012-08-08;No;Yes;misty;0.75;0.707717;0.672917;0.1107;1263;6271
559;2012-07-12;No;Yes;clear;0.715833;0.654683;0.529583;0.146775;1032;6414
727;2012-12-27;No;Yes;misty;0.254167;0.226642;0.652917;0.350133;247;1867
263;2011-09-20;No;Yes;misty;0.561667;0.532217;0.88125;0.134954;438;3203
298;2011-10-25;No;Yes;clear;0.471667;0.463375;0.622917;0.166658;695;3992
415;2012-02-19;No;No;misty;0.28;0.265788;0.515833;0.253112;618;2071
151;2011-05-31;No;Yes;clear;0.775;0.725383;0.636667;0.111329;673;3309
614;2012-09-05;No;Yes;clear;0.736667;0.708983;0.74125;0.187808;832;6280
685;2012-11-15;No;Yes;misty;0.321667;0.324492;0.620417;0.152987;320;5125
551;2012-07-04;Yes;No;clear;0.789167;0.732337;0.53875;0.13495;2562;4841
489;2012-05-03;No;Yes;misty;0.56;0.537242;0.768333;0.133696;764;5657
148;2011-05-28;No;No;clear;0.655833;0.612379;0.729583;0.230092;2001;2757
147;2011-05-27;No;Yes;clear;0.681667;0.637008;0.65375;0.240679;871;3808
568;2012-07-21;No;No;light snow/rain;0.595833;0.549912;0.865417;0.2133;1264;3195
713;2012-12-13;No;Yes;clear;0.295833;0.294188;0.485833;0.174129;425;5107
581;2012-08-03;No;Yes;misty;0.765833;0.722867;0.6425;0.215792;1328;5847
349;2011-12-15;No;Yes;misty;0.4225;0.412237;0.634167;0.268042;181;3528
464;2012-04-08;No;No;clear;0.5;0.492425;0.275833;0.232596;2230;2939
326;2011-11-22;No;Yes;light snow/rain;0.416667;0.421696;0.9625;0.118792;69;1538
187;2011-07-06;No;Yes;clear;0.72;0.685633;0.743333;0.149883;784;3845
124;2011-05-04;No;Yes;misty;0.414167;0.40465;0.737083;0.328996;255;2378
657;2012-10-18;No;Yes;misty;0.5225;0.512625;0.728333;0.236937;1008;6501
144;2011-05-24;No;Yes;misty;0.66;0.604813;0.740833;0.207092;659;3833
301;2011-10-28;No;Yes;misty;0.330833;0.318812;0.585833;0.229479;456;3291
198;2011-07-17;No;No;clear;0.719167;0.669833;0.604167;0.245033;2006;3296
280;2011-10-07;No;Yes;clear;0.510833;0.504404;0.684167;0.0223917;949;4036
294;2011-10-21;No;Yes;clear;0.4275;0.423596;0.574167;0.221396;676;3628
401;2012-02-05;No;No;misty;0.265833;0.264521;0.687917;0.175996;318;2629
123;2011-05-03;No;Yes;misty;0.616667;0.582079;0.697083;0.342667;603;3848
184;2011-07-03;No;No;misty;0.716667;0.668575;0.6825;0.228858;2282;2367
203;2011-07-22;No;Yes;clear;0.848333;0.840896;0.580417;0.1331;562;2825
439;2012-03-14;No;Yes;clear;0.5725;0.548617;0.507083;0.115062;997;5315
247;2011-09-04;No;No;clear;0.709167;0.665429;0.742083;0.206467;2521;2419
416;2012-02-20;Yes;No;clear;0.28;0.273391;0.507826;0.229083;502;2627
684;2012-11-14;No;Yes;clear;0.289167;0.281563;0.552083;0.199625;373;5122
130;2011-05-10;No;Yes;clear;0.5325;0.522721;0.489167;0.115671;694;4109
403;2012-02-07;No;Yes;clear;0.354167;0.361104;0.49625;0.147379;199;4176
610;2012-09-01;No;No;misty;0.753333;0.702654;0.638333;0.113187;2352;3788
602;2012-08-24;No;Yes;misty;0.7025;0.6471;0.615;0.0721458;1325;6257
698;2012-11-28;No;Yes;clear;0.296667;0.289762;0.50625;0.210821;198;5062
220;2011-08-08;No;Yes;clear;0.765;0.703283;0.592083;0.192175;846;3480
731;2012-12-31;No;Yes;misty;0.215833;0.223487;0.5775;0.154846;439;2290
589;2012-08-11;No;No;misty;0.6925;0.638267;0.732917;0.206479;2247;4052
703;2012-12-03;No;Yes;clear;0.4525;0.455796;0.7675;0.0827208;555;5679
597;2012-08-19;No;No;misty;0.635833;0.603554;0.711667;0.08645;1208;3341
387;2012-01-22;No;No;misty;0.1625;0.16225;0.79625;0.199638;196;1781
698;2012-11-28;No;Yes;clear;0.296667;0.289762;0.50625;0.210821;198;5062
510;2012-05-24;No;Yes;clear;0.655;0.6067;0.716667;0.172896;1059;5711
268;2011-09-25;No;No;misty;0.634167;0.572637;0.845;0.0503792;1544;3466
635;2012-09-26;No;Yes;clear;0.635;0.596613;0.630833;0.2444;787;6946
442;2012-03-17;No;No;misty;0.514167;0.505046;0.755833;0.110704;3155;4681
497;2012-05-11;No;Yes;clear;0.533333;0.520833;0.360417;0.236937;1319;5711
113;2011-04-23;No;No;misty;0.46;0.450121;0.887917;0.230725;1462;2574
233;2011-08-21;No;No;clear;0.710833;0.675525;0.77;0.248754;1249;2624
671;2012-11-01;No;Yes;misty;0.365833;0.369942;0.581667;0.157346;466;5520
374;2012-01-09;No;Yes;misty;0.224167;0.247479;0.701667;0.0989;106;2270
234;2011-08-22;No;Yes;clear;0.691667;0.638254;0.47;0.27675;833;3925
611;2012-09-02;No;No;misty;0.696667;0.649;0.815;0.0640708;2613;3197
318;2011-11-14;No;Yes;clear;0.53;0.524612;0.587083;0.306596;595;3891
411;2012-02-15;No;Yes;clear;0.348333;0.351629;0.53125;0.1816;141;4028
689;2012-11-19;No;Yes;misty;0.380833;0.375621;0.623333;0.235067;449;5050
359;2011-12-25;No;No;clear;0.274783;0.279961;0.681304;0.155091;303;451
259;2011-09-16;No;Yes;misty;0.469167;0.461475;0.590417;0.164183;742;4018
283;2011-10-10;Yes;No;clear;0.570833;0.542925;0.73375;0.0423042;1514;3603
377;2012-01-12;No;Yes;misty;0.3825;0.381938;0.802917;0.180967;269;3828
385;2012-01-20;No;Yes;misty;0.2175;0.220958;0.45;0.20275;115;3048
225;2011-08-13;No;No;misty;0.685833;0.645858;0.729583;0.211454;1504;2646
730;2012-12-30;No;No;clear;0.255833;0.2317;0.483333;0.350754;364;1432
631;2012-09-22;No;No;clear;0.65;0.610488;0.646667;0.283583;2512;5883
473;2012-04-17;No;Yes;clear;0.608333;0.598487;0.390417;0.273629;989;5702
348;2011-12-14;No;Yes;misty;0.3175;0.338362;0.66375;0.0609583;178;3562
506;2012-05-20;No;No;clear;0.620833;0.583967;0.530417;0.254367;2704;4425
236;2011-08-24;No;Yes;clear;0.673333;0.630692;0.605;0.253108;949;4181
711;2012-12-11;No;Yes;misty;0.353333;0.338363;0.596667;0.296037;282;5219
694;2012-11-24;No;No;clear;0.278333;0.248742;0.404583;0.376871;532;1745
659;2012-10-20;No;No;clear;0.484167;0.472842;0.572917;0.117537;2806;5284
652;2012-10-13;No;No;clear;0.393333;0.391396;0.494583;0.146142;2252;4857
557;2012-07-10;No;Yes;misty;0.720833;0.664796;0.6675;0.151737;954;5336
578;2012-07-31;No;Yes;clear;0.713333;0.662896;0.704167;0.165425;968;6248
86;2011-03-27;No;No;misty;0.253043;0.250339;0.493913;0.1843;472;1221
243;2011-08-31;No;Yes;clear;0.656667;0.611121;0.597917;0.0833333;688;4370
160;2011-06-09;No;Yes;misty;0.808333;0.757579;0.568333;0.149883;563;3352
525;2012-06-08;No;Yes;clear;0.649167;0.597862;0.467917;0.175383;1488;6248
36;2011-02-05;No;No;misty;0.233333;0.243058;0.929167;0.161079;100;905
541;2012-06-24;No;No;clear;0.743333;0.674254;0.479167;0.145525;2551;4340
171;2011-06-20;No;Yes;misty;0.635;0.595346;0.74625;0.155475;699;3311
661;2012-10-22;No;Yes;clear;0.4875;0.482942;0.568333;0.0814833;830;6228
653;2012-10-14;No;No;clear;0.521667;0.508204;0.640417;0.278612;2080;4559
723;2012-12-23;No;No;clear;0.245833;0.259471;0.515417;0.133083;408;1379
96;2011-04-06;No;Yes;clear;0.390833;0.387608;0.470833;0.263063;413;2395
564;2012-07-17;No;Yes;clear;0.818333;0.755683;0.505833;0.114429;921;5865
241;2011-08-29;No;Yes;clear;0.636667;0.607958;0.554583;0.159825;729;3905
575;2012-07-28;No;No;clear;0.755833;0.697604;0.613333;0.15735;2234;4451
461;2012-04-05;No;Yes;clear;0.435;0.431163;0.374167;0.219529;1192;5265
554;2012-07-07;No;No;clear;0.861667;0.804913;0.492083;0.163554;1448;3392
677;2012-11-07;No;Yes;misty;0.295833;0.274621;0.5475;0.304108;326;4709
207;2011-07-26;No;Yes;clear;0.771667;0.696979;0.540833;0.200258;750;3840
393;2012-01-28;No;No;clear;0.315833;0.326379;0.543333;0.210829;775;3248
398;2012-02-02;No;Yes;misty;0.399167;0.398971;0.672917;0.187187;190;3571
654;2012-10-15;No;Yes;misty;0.561667;0.53915;0.7075;0.296037;760;5115
218;2011-08-06;No;No;misty;0.716667;0.676154;0.755;0.22825;1521;2773
5;2011-01-05;No;Yes;clear;0.226957;0.22927;0.436957;0.1869;82;1518
643;2012-10-04;No;Yes;misty;0.6575;0.607975;0.722917;0.117546;891;6437
688;2012-11-18;No;No;clear;0.3425;0.337746;0.692917;0.227612;922;3747
613;2012-09-04;No;Yes;clear;0.725833;0.686888;0.755;0.236321;867;5997
